Locustag	28_1	28_2	29_1	29_2	36_1	36_2	46_1	46_2	47_1	47_2	49_1	49_2
ECB_01336	100	39	85	68	40	53	53	85	100	99	144	249
ECB_01337	2	6	1	0	1	1	2	2	2	1	10	3
ECB_01338	4	3	5	5	2	8	1	6	5	10	2	3
ECB_01339	60	126	64	75	48	60	52	44	83	78	120	116
ECB_01340	6	3	0	3	2	6	1	3	0	2	9	7
ECB_01341	6	8	9	4	0	21	2	5	5	5	6	7
ECB_01342	11	11	14	12	5	16	12	8	14	15	30	54
ECB_01343	1	1	2	0	0	3	1	0	2	2	3	6
ECB_01344	2	0	6	3	6	8	3	3	8	7	18	11
ECB_01345	9	9	13	9	5	7	4	3	13	19	89	107
ECB_01346	2	11	4	8	8	9	13	3	11	10	31	68
ECB_01347	352	150	165	220	29	30	40	48	47	65	160	200
ECB_01348	20	38	20	13	10	34	15	11	14	18	19	24
ECB_01349	1828	1086	1344	1577	2904	1994	2813	2393	3261	2389	5869	6754
ECB_01350	405	216	285	204	107	126	179	165	179	140	229	250
ECB_01351	157	281	244	359	124	91	205	126	196	141	159	268
ECB_01352	1353	1971	1879	3376	1174	641	1549	1198	1872	1397	1355	1663
ECB_01353	104	174	130	195	101	85	68	92	81	112	194	239
ECB_01354	6	6	4	4	0	8	5	3	5	1	10	8
ECB_01355	8	39	15	27	8	7	8	8	6	10	26	58
ECB_01356	114	14	96	24	15	14	17	20	23	15	42	57
ECB_01357	113	46	105	48	41	53	37	37	44	48	141	155
ECB_01358	21	21	24	31	20	21	14	14	27	23	21	28
ECB_01359	3	5	0	7	5	0	4	2	0	2	6	1
ECB_01360	1	5	2	3	3	3	0	2	0	5	3	1
ECB_01361	23	25	22	17	19	11	22	28	23	19	59	60
ECB_01362	21	20	11	19	15	15	15	11	21	37	76	108
ECB_01363	2	6	4	0	0	4	0	2	2	5	2	9
ECB_01364	15	28	17	25	6	26	7	11	16	39	9	10
ECB_01365	30	31	27	19	24	27	18	16	27	26	49	51
ECB_01366	58	32	53	47	37	27	23	9	33	41	70	53
ECB_01367	135	96	108	111	77	70	69	87	103	123	177	184
ECB_01368	462	506	614	741	675	318	707	554	761	587	1100	1146
ECB_01369	227	99	205	173	123	126	177	165	239	150	367	500
ECB_01370	4197	88	2045	250	125	152	239	255	262	173	417	545
ECB_01371	40	28	24	41	18	15	10	22	33	32	37	37
ECB_01372	0	0	0	0	0	1	0	0	1	2	5	2
ECB_01373	0	1	1	1	1	1	1	0	0	1	0	1
ECB_01374	613	605	511	581	342	340	640	487	833	641	1158	1339
ECB_01375	156	124	71	125	60	57	88	82	150	108	235	257
ECB_01376	23	41	53	17	60	17	28	39	16	35	14	15
ECB_01377	8	24	18	18	45	19	12	27	23	25	21	33
ECB_01378	17	37	34	31	13	12	24	17	34	35	52	60
ECB_01379	800	349	739	471	474	362	565	435	742	527	1006	1216
ECB_01380	240	31	114	30	23	37	30	36	35	37	48	66
ECB_01381	527	388	321	418	434	361	461	499	699	543	1117	1297
ECB_01382	4	1	1	2	1	2	1	0	0	1	0	1
ECB_01383	127	11	87	8	10	14	12	12	8	26	33	33
ECB_01384	154	59	139	56	30	38	52	46	84	54	77	62
ECB_01385	76	57	35	34	16	17	18	23	25	28	43	56
ECB_01386	141	179	136	156	88	77	77	80	110	91	153	126
ECB_01387	130	154	83	118	63	58	73	56	99	62	208	241
ECB_01388	227	187	129	186	85	108	139	80	175	112	382	480
ECB_01390	162	137	172	205	193	118	129	124	199	171	257	285
ECB_01391	138	58	86	50	31	60	72	34	87	74	75	117
ECB_01392	27	39	26	29	41	24	15	25	41	49	48	70
ECB_01393	119	201	90	180	243	167	211	192	266	218	433	483
ECB_01394	880	465	563	587	426	373	368	410	541	443	724	879
ECB_01395	43	46	47	31	30	63	22	34	61	26	87	100
ECB_01396	110	79	81	128	91	92	79	83	120	126	175	226
ECB_01397	380	37	303	46	27	30	25	40	34	33	60	48
ECB_01398	126	24	58	9	12	9	12	21	12	29	27	27
ECB_01399	56	22	27	19	12	11	7	19	17	9	18	24
ECB_01400	44	19	27	19	18	25	14	18	13	13	29	37
ECB_01401	64	40	76	39	31	33	34	37	52	31	72	100
ECB_01402	7	9	2	2	5	0	4	6	4	3	17	16
ECB_01403	460	266	353	383	428	337	418	409	541	511	505	626
ECB_01404	92	82	98	186	173	139	138	104	212	184	217	285
ECB_01405	148	150	92	172	114	148	124	152	265	158	233	293
ECB_01406	288	127	207	113	41	84	90	65	84	96	150	210
ECB_01407	14	11	12	15	6	13	6	5	11	4	81	117
ECB_01408	386	686	349	669	477	620	586	594	818	739	965	780
ECB_01409	3621	4784	5221	5476	1717	1190	2137	1806	2115	2063	3846	4310
ECB_01410	64	71	60	80	92	72	128	112	149	116	192	195
ECB_01411	7	14	7	8	7	14	6	8	12	14	17	24
ECB_01412	3	2	8	9	1	4	0	1	1	7	1	0
ECB_01413	24	26	43	18	16	33	10	11	29	30	20	20
ECB_01414	81	143	77	51	28	132	44	38	121	130	64	57
ECB_01415	5	13	12	16	5	15	1	7	10	15	5	3
ECB_01416	6	11	7	8	2	16	8	5	8	25	11	3
ECB_01417	0	0	0	2	2	3	0	3	3	3	2	0
ECB_01418	3	4	2	3	0	10	0	0	4	10	2	2
ECB_01419	1	4	8	3	1	5	0	1	4	4	7	5
ECB_01420	71	18	39	9	4	3	5	3	7	9	15	14
ECB_01421	75	87	61	64	43	47	53	48	51	74	77	104
ECB_01423	22	13	19	27	10	7	23	8	19	31	25	18
ECB_01424	18	20	13	12	12	12	8	7	10	16	14	14
ECB_01425	55	28	54	44	32	16	31	31	60	30	59	49
ECB_01426	220	179	171	156	91	144	92	75	134	132	133	165
ECB_01427	5	12	9	2	4	8	4	7	4	14	18	10
ECB_01428	2	1	4	2	3	4	1	5	7	4	1	2
ECB_01429	1	3	2	1	7	2	0	3	2	3	1	5
ECB_01430	2	2	2	2	1	0	1	1	1	1	0	0
ECB_01431	19	51	22	53	45	29	35	46	49	65	60	67
ECB_01432	48	91	64	94	48	72	30	48	45	105	35	60
ECB_01433	11	19	24	12	22	13	6	13	7	26	13	16
ECB_01434	19	12	13	22	13	17	10	7	17	34	6	5
ECB_01435	68	37	63	68	64	42	64	47	53	69	130	173
ECB_01436	259	222	205	229	143	112	169	145	255	187	411	458
ECB_01437	707	846	767	1106	1002	769	1390	1016	1709	1141	3183	4106
ECB_01438	45	22	28	15	6	8	16	13	18	17	55	85
ECB_01439	1	2	0	3	0	0	0	0	0	0	1	2
ECB_01440	129	137	123	91	63	45	59	57	84	56	298	429
ECB_01441	23	26	24	35	64	42	23	30	45	22	67	61
ECB_01442	31	15	27	29	32	38	32	20	55	31	55	56
ECB_01443	27	31	40	47	41	36	23	26	56	59	53	62
ECB_01444	48	18	23	39	43	20	11	22	33	26	60	60
ECB_01445	303	43	182	133	121	79	87	92	177	114	308	293
ECB_01446	107	18	71	43	44	60	26	42	63	40	142	104
ECB_01447	141	234	154	168	128	102	166	125	207	171	1388	1493
ECB_01448	123	124	81	137	67	72	73	67	152	118	789	962
ECB_01449	61	51	56	79	75	84	70	75	106	59	212	182
ECB_01450	56	43	51	43	30	17	39	33	38	38	268	318
ECB_01451	8	14	16	23	23	14	27	16	20	24	173	202
ECB_01452	74	83	93	122	108	74	98	131	139	166	1556	1712
ECB_01453	26	87	61	69	38	48	112	96	121	133	1029	1261
ECB_01454	6	21	6	42	21	30	13	17	21	31	164	200
ECB_01455	31	5	15	6	6	13	4	1	9	12	23	27
ECB_01456	217	13	200	19	6	17	18	15	21	32	62	86
ECB_01457	5	1	2	2	6	4	1	0	0	2	6	7
ECB_01458	1	1	0	5	0	1	0	0	3	0	0	0
ECB_01459	17	30	23	18	16	20	17	19	31	28	71	146
ECB_01460	4	8	0	5	0	3	0	0	3	3	8	18
ECB_01461	0	1	1	0	1	0	0	0	0	0	8	3
ECB_01462	1	3	1	1	3	2	0	2	0	1	6	4
ECB_01463	3	10	0	6	2	3	4	0	1	2	5	12
ECB_01468	6	2	3	4	7	1	3	1	5	1	6	14
ECB_01469	67	93	110	115	61	55	62	51	100	75	126	151
ECB_01470	9	14	12	13	4	20	3	7	16	6	13	34
ECB_01472	19	14	12	15	19	21	12	7	12	9	14	8
ECB_01473	7	12	14	13	20	19	5	8	12	16	25	24
ECB_01474	6	18	22	24	8	14	12	9	11	12	32	32
ECB_01475	4	9	6	7	3	2	5	3	8	17	5	19
ECB_01476	63	59	56	69	27	51	34	27	50	50	78	111
ECB_01477	33	118	37	80	90	78	85	72	139	124	160	149
ECB_01478	41	20	37	15	29	19	24	8	17	23	52	44
ECB_01479	45	36	43	57	53	55	78	53	82	64	76	88
ECB_01480	6	15	19	15	20	23	51	21	29	21	50	52
ECB_01481	83	168	120	194	228	159	331	393	433	292	482	464
ECB_01482	193	105	603	389	1234	706	2361	3105	2653	2167	2873	2676
ECB_01483	19	7	9	17	11	15	16	13	23	21	32	44
ECB_01484	8	18	4	9	8	12	10	7	9	20	9	9
ECB_01485	142	345	198	448	283	232	298	283	384	296	323	335
ECB_01486	215	255	268	264	277	206	188	257	318	237	299	370
ECB_01487	105	61	94	85	60	50	58	44	81	57	126	188
ECB_01488	16	9	37	16	11	17	17	13	30	19	26	46
ECB_01489	5	21	8	15	11	12	8	9	23	21	18	18
ECB_01490	55	26	35	58	37	26	32	44	50	50	74	82
ECB_01491	8	9	3	15	7	7	6	9	15	20	12	13
ECB_01492	272	254	249	240	258	294	208	268	338	256	532	604
ECB_01493	88	120	112	157	75	69	46	49	79	94	153	185
ECB_01494	462	220	134	202	198	188	341	291	389	339	1144	1507
ECB_01495	25	23	14	9	7	7	5	13	5	16	57	65
ECB_01496	0	4	2	6	1	10	5	1	4	7	15	29
ECB_01497	767	627	647	744	594	432	798	658	970	830	1488	1897
ECB_01498	735	536	901	933	1035	695	1505	1081	1505	1030	2170	2665
ECB_01499	96	129	85	122	97	84	98	84	117	115	214	271
ECB_01500	5	36	9	23	5	7	3	10	28	9	28	37
ECB_01501	28	58	26	47	38	17	35	45	59	42	120	159
ECB_01502	9	9	5	7	3	13	9	13	8	42	25	31
ECB_01503	8	26	1	2	1	7	0	3	6	2	21	46
ECB_01504	6	16	17	7	6	16	14	16	8	36	54	76
ECB_01505	2	4	10	3	2	5	3	4	3	9	18	13
ECB_01506	3	6	4	2	5	4	0	2	8	7	6	28
ECB_01507	2	1	0	0	1	2	0	0	1	0	1	4
ECB_01508	36	63	30	28	11	51	14	36	38	56	30	30
ECB_01509	12	20	28	16	20	34	20	25	31	89	8	36
ECB_01510	6	13	11	12	2	8	4	6	6	16	3	7
ECB_01511	0	0	0	0	0	0	0	0	1	0	0	0
ECB_01512	0	2	0	1	2	5	3	10	11	5	17	23
ECB_01513	2	2	0	0	3	11	6	8	9	11	29	30
ECB_01514	21	24	19	18	45	64	70	63	138	157	206	306
ECB_01515	0	4	1	0	1	0	0	0	0	3	20	33
ECB_01516	0	2	0	1	2	5	3	3	8	4	40	56
ECB_01517	0	0	0	0	7	6	24	23	25	31	145	147
ECB_01518	3	17	2	1	4	6	2	10	5	20	3	3
ECB_01519	3	3	2	2	3	6	3	3	5	10	6	12
ECB_01520	1	2	2	4	5	11	5	5	18	5	9	12
ECB_01521	0	2	1	0	1	3	0	0	2	2	2	0
ECB_01522	11	7	7	3	14	24	15	7	15	27	14	24
ECB_01523	10	7	9	1	19	17	12	18	17	17	21	44
ECB_01524	0	0	0	0	0	1	0	0	0	0	1	1
ECB_01525	16	8	7	11	11	10	9	6	32	14	13	21
ECB_01527	35	42	12	20	7	10	7	10	15	13	48	101
ECB_01528	7	10	10	10	4	20	7	12	11	29	14	9
ECB_01529	7	6	5	10	1	6	6	8	2	4	6	4
ECB_01530	5	1	1	4	6	0	1	2	5	7	13	15
ECB_01531	0	1	1	1	0	3	1	1	1	2	1	2
ECB_01532	3697	4934	6137	5520	14258	9988	4672	9050	6933	7909	5867	8981
ECB_01533	14	49	13	18	29	46	43	48	63	54	58	49
ECB_01534	23	29	17	48	60	41	32	45	45	62	145	209
ECB_01535	3	18	20	4	2	6	1	5	7	5	19	14
ECB_01536	22	20	20	15	12	12	10	18	15	33	27	27
ECB_01537	0	9	4	1	4	2	4	8	3	7	3	1
ECB_01538	25	26	23	13	12	37	12	15	29	67	6	9
ECB_01539	11	17	15	25	26	39	23	27	26	37	40	65
ECB_01540	1	2	0	0	1	1	1	0	0	0	3	1
ECB_01541	7	4	0	0	0	3	0	5	3	2	1	2
ECB_01542	17	6	25	4	12	11	7	8	14	15	54	77
ECB_01543	1	1	0	4	0	1	0	0	5	5	2	1
ECB_01544	1	0	1	3	0	0	0	0	1	0	2	1
ECB_01545	32	27	29	23	20	28	16	24	24	64	44	73
ECB_01546	16	21	11	23	8	22	4	5	11	28	6	10
ECB_01549	22	25	22	25	23	22	17	26	29	49	57	77
ECB_01550	17	20	17	26	24	10	13	16	29	26	19	49
ECB_01551	15	3	26	12	35	26	7	33	24	33	37	35
ECB_01552	260	218	207	255	184	249	300	226	437	300	1192	1686
ECB_01553	421	390	317	453	270	196	450	292	522	321	1118	1561
ECB_01554	56	96	65	78	62	65	64	79	73	74	134	170
ECB_01555	19	16	31	37	9	7	23	21	46	25	76	130
ECB_01556	60	45	57	67	28	30	20	25	41	58	64	72
ECB_01557	82	69	116	103	45	30	74	49	89	42	93	126
ECB_01558	50	60	61	50	46	23	39	47	40	27	31	55
ECB_01559	98	109	102	118	86	50	76	58	103	85	101	141
ECB_01560	150	112	125	148	88	82	93	96	192	117	207	217
ECB_01561	31	59	35	60	37	44	26	41	48	47	40	50
ECB_01562	127	272	177	269	175	142	140	140	187	148	326	425
ECB_01563	215	130	169	132	126	137	96	135	179	193	267	373
ECB_01564	30	22	33	27	29	22	30	23	39	19	48	41
ECB_01565	415	681	663	995	1006	731	1287	992	1986	1276	1918	2310
ECB_01566	24	29	15	24	11	11	16	13	16	19	34	65
ECB_01567	137	119	178	159	126	75	119	89	140	125	294	413
ECB_01568	16	13	8	16	9	9	6	10	11	7	95	110
ECB_01569	26	40	10	46	13	17	18	23	35	28	263	271
ECB_01570	229	144	119	168	132	81	210	142	244	130	516	727
ECB_01571	4436	4082	5659	5682	3117	1900	6615	4394	6382	4656	7541	8799
ECB_01572	3468	3562	4203	4229	3009	2134	5104	3942	6300	4586	7746	8930
ECB_01573	1001	727	847	985	557	367	732	617	976	739	1664	1900
ECB_01574	53	93	30	111	73	56	62	63	122	73	90	128
ECB_01575	110	116	72	81	56	32	56	46	83	42	113	151
ECB_01576	88	101	76	90	215	138	127	147	172	164	227	211
ECB_01577	248	161	259	232	217	167	220	210	361	245	679	936
ECB_01578	219	386	185	361	296	282	299	309	471	368	592	802
ECB_01579	98	91	94	107	98	74	105	104	126	89	153	169
ECB_01580	1067	332	842	563	1114	790	1035	952	1357	999	2550	2944
ECB_01581	2495	386	1428	578	473	419	731	633	776	530	1144	1318
ECB_01582	410	362	506	482	322	195	319	297	427	331	608	792
ECB_01583	1371	874	1060	1121	852	501	1144	924	1407	924	2185	2940
ECB_01584	94	203	194	477	153	313	51	509	273	1346	109	110
ECB_01585	33	23	31	18	13	23	6	12	26	31	13	25
ECB_01586	74	18	55	30	19	24	11	18	29	35	39	45
ECB_01587	144	71	152	108	44	46	60	41	78	63	132	230
ECB_01588	218	152	172	172	70	86	83	79	138	145	645	786
ECB_01589	43	38	65	48	26	40	26	29	54	37	61	74
ECB_01590	255	335	198	197	167	151	174	141	212	141	222	199
ECB_01591	290	150	232	167	130	88	171	153	241	133	297	307
ECB_01592	382	229	337	288	201	148	285	248	315	239	454	597
ECB_01593	506	490	530	608	569	346	476	499	664	540	2125	2113
ECB_01594	17	36	2	17	10	25	14	26	41	23	126	158
ECB_01595	15	14	2	14	6	25	9	14	21	23	121	164
ECB_01596	39	69	30	49	56	54	22	48	69	68	309	325
ECB_01597	77	89	68	100	120	102	107	91	118	87	232	263
ECB_01598	111	168	96	171	150	138	147	174	197	130	348	321
ECB_01599	59	202	104	226	298	186	283	388	334	293	804	688
ECB_01600	65	134	75	173	231	161	232	217	262	219	410	342
ECB_01601	41	60	38	64	97	68	109	119	130	103	242	247
ECB_01602	59	72	60	81	212	122	183	164	232	213	368	260
ECB_01603	24	54	54	61	97	67	108	124	141	90	211	198
ECB_01604	68	56	55	93	54	47	42	52	57	56	97	97
ECB_01605	20	6	15	9	315	211	343	292	448	369	629	795
ECB_01606	167	224	179	239	223	166	258	251	326	277	514	527
ECB_01607	1703	1529	1800	2071	1929	1183	2110	1895	2555	1798	3021	3323
ECB_01608	354	373	335	517	486	311	452	389	707	456	836	911
ECB_01609	36	18	34	13	24	20	32	27	24	35	41	65
ECB_01610	562	205	540	345	357	308	341	380	464	310	665	774
ECB_01611	9128	7204	4827	7084	3421	4115	5318	4593	7673	5467	9496	12346
ECB_01612	46	55	88	100	58	26	42	48	76	61	110	191
ECB_01613	49	46	20	36	15	17	18	33	21	21	27	37
ECB_01614	32	54	38	66	34	47	39	32	78	60	102	115
ECB_01615	101	164	108	174	130	110	110	91	167	105	146	163
ECB_01616	217	123	177	161	99	81	111	73	163	96	141	215
ECB_01617	884	304	671	433	282	220	299	322	429	315	628	719
ECB_01618	41	36	44	42	42	28	38	35	68	38	57	97
ECB_01619	21	8	15	29	5	10	16	23	8	19	16	24
ECB_01620	227	190	185	237	176	115	179	156	263	218	271	310
ECB_01621	181	140	228	177	134	121	154	174	284	198	414	515
ECB_01622	95	141	161	221	354	173	229	297	261	204	439	389
ECB_01623	414	408	554	576	543	365	504	402	618	543	892	1028
ECB_01624	1053	718	1008	1008	1089	764	1103	1299	1548	1089	2256	2715
ECB_01625	72	141	97	96	41	42	35	44	75	52	116	139
ECB_01626	1483	665	708	896	1473	947	1895	1672	2635	1710	2444	2933
ECB_01627	137	201	125	289	191	169	299	186	251	203	344	375
ECB_01628	46	86	24	29	23	36	14	28	40	58	34	33
ECB_01629	244	403	210	505	471	289	453	447	538	500	790	807
ECB_01630	45	31	35	83	31	33	27	36	74	55	70	76
ECB_01631	317	178	352	250	52	50	86	78	112	56	179	214
ECB_01632	1525	1595	1650	2154	1003	815	1133	884	1547	1151	2363	3236
ECB_01633	479	418	379	383	233	199	279	260	319	297	572	787
ECB_01634	235	164	239	190	133	106	103	117	147	96	264	362
ECB_01635	169	137	130	163	83	72	103	114	148	100	187	285
ECB_01636	731	467	489	491	166	244	285	220	377	258	637	812
ECB_01637	102	103	82	130	37	55	44	47	64	46	97	158
ECB_01638	13	14	16	11	14	6	14	5	15	6	23	19
ECB_01639	37	32	30	30	30	22	18	20	26	33	35	41
ECB_01640	3	18	9	9	10	11	5	17	26	8	22	21
ECB_01641	20	9	12	15	10	9	3	19	16	17	41	44
ECB_01642	3	10	12	17	3	11	7	19	10	16	25	36
ECB_01643	3	6	3	1	2	1	0	6	4	3	3	9
ECB_01644	1	0	3	2	4	8	7	4	1	4	11	10
ECB_01645	2153	2414	2257	3104	2844	1568	4162	3072	4640	3225	6582	6972
ECB_01646	49189	53834	43992	48376	97736	49359	43583	69068	58416	67335	41230	52529
ECB_01647	636	296	711	511	182	129	215	187	276	217	409	617
ECB_01648	131	96	288	148	97	37	120	93	110	133	209	260
ECB_01649	782	533	1671	1134	643	460	745	762	834	776	1323	1658
ECB_01650	639	527	1643	1032	584	415	777	647	688	691	1174	1569
ECB_01651	385	280	691	532	217	139	275	318	352	308	442	511
ECB_01652	1013	683	1733	1346	668	402	818	672	789	722	944	1062
ECB_01653	248	211	540	343	186	162	218	228	255	194	359	457
ECB_01654	22	64	15	46	23	16	22	10	44	21	67	97
ECB_01655	127	96	151	145	147	90	173	182	257	248	286	249
ECB_01656	1388	1618	1048	1731	1708	1102	2154	1789	2616	1870	3104	3203
ECB_01657	199	169	248	270	184	168	191	182	197	174	282	387
ECB_01658	1	4	5	5	5	3	0	0	6	7	7	4
ECB_01660	7	4	4	13	1	4	1	4	4	26	5	11
ECB_01661	2	12	11	5	5	5	7	5	5	13	46	74
ECB_01662	301	207	225	313	165	96	202	158	246	179	304	362
ECB_01663	25	19	26	16	12	19	25	15	23	33	44	65
ECB_01664	14	17	22	12	7	21	24	18	15	23	70	88
ECB_01665	31	23	43	12	10	16	2	20	28	24	82	98
ECB_01666	5	9	12	8	14	3	3	7	11	3	11	19
ECB_01667	9	14	10	20	5	4	2	2	10	8	14	16
ECB_01668	39	28	34	45	20	16	28	14	31	36	34	36
ECB_01669	3	0	1	1	2	2	4	0	2	1	4	2
ECB_01670	19	39	21	29	7	18	16	16	28	22	29	32
ECB_01671	2050	801	1627	989	620	441	628	563	756	630	2017	2224
ECB_01672	127	145	79	122	70	73	95	110	119	97	370	495
ECB_01673	220	331	188	302	149	128	187	192	290	170	390	424
ECB_01674	13	33	15	23	13	12	25	12	12	20	36	52
ECB_01675	269	206	375	432	338	259	287	275	364	291	668	692
ECB_01676	9	28	20	22	19	29	14	25	42	63	119	159
ECB_01677	435	450	440	666	568	351	464	486	645	530	786	905
ECB_01678	79	80	100	114	137	108	143	112	149	142	258	308
ECB_01679	186	111	138	207	180	140	189	183	276	247	368	439
ECB_01680	125	104	125	145	207	131	185	183	236	186	294	310
ECB_01681	1047	667	894	787	498	244	729	556	801	506	1312	1699
ECB_01682	3700	2799	3470	3772	5132	2630	7528	5953	7474	5100	11089	10254
ECB_01683	934	870	698	1107	1409	779	1621	1553	1906	1353	3193	2946
ECB_01684	1	3	2	3	5	2	3	4	1	6	4	12
ECB_01685	9672	10972	10212	12308	14644	9083	14828	14761	16362	15430	15739	17158
ECB_01686	5278	5281	5393	5974	8029	5889	8209	8205	9730	9118	12518	13561
ECB_01687	3058	2428	3068	3537	4078	2701	4091	4280	4923	4248	8100	9832
ECB_01688	29278	21687	27364	29763	18687	11911	23850	18348	28720	20850	33564	37851
ECB_01690	10	11	8	9	25	13	12	14	12	17	18	21
ECB_01691	95	171	88	97	118	82	112	165	189	169	488	362
ECB_01692	613	562	859	798	242	190	338	284	356	331	643	911
ECB_01693	116	47	72	77	20	10	27	16	21	23	36	79
ECB_01694	1198	265	931	555	137	122	159	157	268	191	361	477
ECB_01695	222	237	194	299	120	87	145	109	154	201	217	248
ECB_01696	189	149	135	142	132	122	150	172	208	162	380	408
ECB_01697	32	39	37	29	26	19	22	15	25	30	39	34
ECB_01698	5393	9170	6560	11766	3995	2046	7082	4281	6284	4703	5464	5927
ECB_01699	9	20	7	11	3	7	2	2	4	10	11	16
ECB_01700	3	8	6	2	7	9	7	3	11	18	15	21
ECB_01701	67	85	84	104	45	53	50	57	68	83	161	210
ECB_01702	157	121	117	118	91	51	107	112	85	120	188	232
ECB_01703	32	37	14	39	11	29	19	18	29	43	72	120
ECB_01704	48	57	20	46	23	49	30	44	48	57	108	91
ECB_01705	7	7	15	6	5	3	13	6	17	4	25	48
ECB_01706	37	34	28	27	29	31	18	22	23	50	87	109
ECB_01707	212	91	100	68	67	65	59	81	91	101	142	159
ECB_01708	161	130	128	130	194	129	108	133	144	186	292	318
ECB_01709	1347	665	1130	961	745	513	1033	914	1394	953	2274	2601
ECB_01710	100	71	98	80	105	85	96	87	101	129	169	177
ECB_01711	19	23	18	47	15	22	8	12	11	21	16	23
ECB_01712	99	208	66	262	6	12	13	17	33	16	129	268
ECB_01713	117	21	79	52	50	49	57	68	78	77	136	126
ECB_01714	325	55	188	99	122	82	102	99	98	134	240	264
ECB_01715	798	60	508	177	184	104	142	161	185	169	323	416
ECB_01716	1217	51	793	217	188	215	195	165	221	152	405	447
ECB_01717	1130	74	746	200	133	138	155	155	165	113	345	375
ECB_01718	254	151	200	161	243	179	287	278	336	270	595	681
ECB_01719	10	14	13	16	17	6	4	10	10	10	60	51
ECB_01721	27	28	38	39	30	27	18	20	35	26	47	65
ECB_01722	38	29	21	30	25	11	14	21	39	20	46	41
ECB_01723	84	70	74	76	79	94	74	83	124	104	141	178
ECB_01724	15	36	31	49	36	22	45	22	38	39	52	50
ECB_01725	36	30	24	40	46	31	25	33	40	43	33	53
ECB_01726	104	91	87	79	61	62	99	70	88	72	193	258
ECB_01727	81	103	82	71	60	75	85	43	68	68	95	103
ECB_01728	19	14	17	29	25	14	22	23	34	21	54	39
ECB_01729	23	3	20	7	8	5	10	8	11	6	22	23
ECB_01730	5854	6574	7417	9220	5061	2860	7630	6181	8889	6476	10856	11868
ECB_01731	12	30	8	13	12	10	7	12	18	27	12	20
ECB_01732	1019	1114	1308	1440	641	357	645	549	769	507	898	1073
ECB_01733	2788	1522	3076	2604	1613	977	1571	1424	1963	1423	2515	3301
ECB_01734	1297	882	1555	1381	934	538	1060	878	1209	892	1650	2261
ECB_01735	519	684	500	735	426	294	493	463	610	484	842	815
ECB_01736	166	152	157	233	195	151	166	194	308	243	386	401
ECB_01737	123	76	154	165	124	81	142	118	154	127	164	174
ECB_01738	1	12	6	12	8	18	4	6	6	20	12	9
ECB_01739	19	22	33	18	8	20	11	2	10	10	21	26
ECB_01740	12	13	14	14	3	12	7	9	25	39	30	28
ECB_01741	3	11	6	6	4	5	2	2	3	7	20	30
ECB_01742	6	20	7	5	4	5	3	2	2	6	12	17
ECB_01743	2	6	2	7	1	22	3	5	4	18	12	14
ECB_01744	15	11	8	11	14	3	6	7	23	22	25	19
ECB_01745	40	15	25	9	9	7	13	14	17	27	20	14
ECB_01746	172	102	184	170	164	188	256	194	282	232	492	596
ECB_01747	946	479	736	634	707	722	882	742	1203	1033	1803	2037
ECB_01748	32262	30991	37479	40905	29892	19686	40299	30546	44842	34540	53430	61622
ECB_01749	525	370	426	528	319	213	549	440	648	466	1087	1371
ECB_01750	143	60	73	100	98	90	111	115	143	108	300	311
ECB_01751	237	288	245	309	374	238	489	477	506	331	1234	1174
ECB_01752	178	131	174	173	60	73	48	47	82	69	144	190
ECB_01753	38	30	29	46	18	19	17	17	21	39	28	30
ECB_01754	17	37	16	20	9	38	7	17	17	47	34	28
ECB_01755	14	43	15	30	35	34	27	40	64	99	195	196
ECB_01756	162	180	270	260	219	194	214	189	265	214	585	816
ECB_01757	12	2	0	7	3	0	2	0	4	9	9	0
ECB_01758	81	47	54	54	54	41	49	50	99	56	121	160
ECB_01759	22	15	20	25	10	21	9	11	16	33	21	17
ECB_01760	15	14	14	8	14	14	12	11	16	22	21	17
ECB_01761	64	63	45	50	46	28	21	32	43	42	60	124
ECB_01762	62	50	54	64	60	28	34	50	59	38	110	128
ECB_01763	261	378	218	332	393	369	370	417	637	583	814	836
ECB_01764	18	148	19	105	7	6	14	12	20	30	65	90
ECB_01765	3	1	1	0	0	0	0	1	1	1	1	7
ECB_01766	3	1	0	0	2	1	0	0	1	1	1	0
ECB_01767	13	25	14	12	5	8	11	9	16	31	6	7
ECB_01768	152	159	112	180	65	79	89	71	113	111	399	448
ECB_01769	154	43	114	35	20	21	45	20	31	25	47	47
ECB_01770	91	47	66	71	53	42	27	32	58	51	48	52
ECB_01771	23	31	24	7	12	39	4	13	17	34	10	20
ECB_01772	15	10	19	16	12	13	9	8	11	9	33	40
ECB_01773	8	19	17	9	6	12	16	17	19	11	29	23
ECB_01774	71	64	59	72	98	68	107	84	102	96	166	161
ECB_01775	2180	379	1362	447	390	328	306	408	450	351	551	633
ECB_01776	273	182	168	202	183	128	183	186	231	198	361	383
ECB_01777	76	158	64	127	132	90	127	132	129	145	220	226
ECB_01778	308	308	317	372	288	270	267	280	373	283	505	528
ECB_01779	230	147	204	184	253	291	331	413	423	367	632	718
ECB_01780	37	35	34	35	16	9	22	21	25	31	124	164
ECB_01781	7	17	10	14	12	9	4	10	10	11	25	42
ECB_01782	36	100	68	101	86	93	115	107	145	110	239	225
ECB_01783	64	53	31	44	57	33	63	45	58	56	92	90
ECB_01784	1610	739	1513	983	762	428	1341	822	1172	612	1125	1489
